year,month,day,hour,load,temp,tempf1,tempf2,tempf3,hum,humf1,humf2,humf3,ws,wsf1,wsf2,wsf3,cc,ccf1,ccf2,ccf3
2012,3,24,20,13551,49,46,48,51,30,37,40,41,8,6,6,6,9,10,8,9
2012,3,24,21,12859,49,45,47,50,31,37,40,42,7,5,5,5,9,10,8,8
2012,3,24,22,11921,48,44,46,49,32,37,39,41,6,5,5,5,8,10,8,8
2012,3,24,23,10959,48,44,45,48,31,38,39,41,6,4,5,4,9,10,8,7
2012,3,25,0,10151,48,45,46,45,31,38,39,39,7,4,4,4,9,8,8,7
2012,3,25,1,9630,47,44,46,45,32,37,38,39,6,4,5,5,10,8,7,6
2012,3,25,2,9369,47,44,44,44,32,38,37,38,4,4,5,5,10,8,6,6
2012,3,25,3,9234,46,44,43,44,33,38,37,38,3,5,6,6,10,7,6,6
2012,3,25,4,9259,46,45,43,44,33,39,36,38,3,5,7,7,10,7,5,5
2012,3,25,5,9469,45,45,42,43,35,39,36,38,4,6,7,8,10,7,5,5
2012,3,25,6,9968,44,46,43,43,36,39,35,37,4,7,11,10,10,8,4,5
2012,3,25,7,10635,44,47,43,43,35,40,34,36,5,8,13,12,10,8,4,5
2012,3,25,8,11699,45,48,43,43,35,40,34,34,5,10,15,15,10,7,4,5
2012,3,25,9,12615,45,49,44,43,35,36,31,30,6,11,17,17,10,6,3,4
2012,3,25,10,13188,46,49,43,43,33,32,28,27,6,14,20,18,10,5,3,3
2012,3,25,11,13520,46,48,44,44,32,28,25,23,7,15,22,20,10,4,2,2
2012,3,25,12,13636,45,48,45,45,34,23,23,19,7,16,23,21,10,3,1,1
2012,3,25,13,13500,45,47,45,45,36,18,20,16,6,17,23,22,10,3,1,1
2012,3,25,14,13346,45,47,46,45,37,15,18,13,7,17,23,22,10,2,0,0
2012,3,25,15,13244,45,47,45,45,39,12,15,11,8,18,23,23,10,2,1,0
2012,3,25,16,13430,45,46,44,44,40,10,13,11,8,18,23,24,10,2,1,1
2012,3,25,17,13807,46,44,42,43,39,8,10,10,6,17,23,24,10,2,1,0
2012,3,25,18,14123,46,43,40,40,39,7,10,10,7,17,22,23,10,3,1,0
2012,3,25,19,14710,45,40,37,39,38,6,10,9,5,16,20,21,9,3,0,0
2012,3,25,20,14412,45,37,35,36,38,5,10,9,5,14,18,19,8,2,0,0
2012,3,25,21,13406,45,36,33,34,39,6,9,9,5,13,18,18,9,1,0,0
2012,3,25,22,12200,44,34,31,33,39,5,9,9,3,13,18,17,8,2,0,0
2012,3,25,23,11074,43,33,30,32,38,5,9,9,1,13,17,17,7,1,0,0
2012,3,26,0,10288,43,31,28,30,38,3,8,6,4,13,17,18,7,1,0,0
2012,3,26,1,9871,42,29,28,29,38,3,8,5,3,12,16,18,7,1,0,0
2012,3,26,2,9698,43,28,26,27,39,3,9,4,5,12,16,17,8,1,0,0
2012,3,26,3,9710,42,26,25,26,38,2,8,4,5,11,15,17,5,0,0,0
2012,3,26,4,10057,42,25,24,25,38,2,8,3,7,11,15,16,4,0,0,0
2012,3,26,5,11169,42,25,23,24,39,2,8,2,5,11,15,16,5,0,0,0
2012,3,26,6,13225,41,24,22,23,38,1,8,2,5,10,15,16,5,0,0,0
2012,3,26,7,14440,44,25,22,23,39,2,7,1,7,12,16,16,7,1,0,0
2012,3,26,8,14853,47,28,22,23,38,2,7,0,11,12,16,16,6,1,0,0
2012,3,26,9,15023,45,31,25,26,35,2,5,0,19,14,17,17,8,0,0,0
2012,3,26,10,15109,45,34,29,29,29,2,4,-1,18,14,17,17,7,1,1,0
2012,3,26,11,15035,44,36,32,32,25,2,3,-1,22,15,18,17,5,1,0,0
2012,3,26,12,14881,44,39,36,36,20,2,2,-1,20,14,18,18,4,0,0,0
2012,3,26,13,14794,44,42,39,40,16,2,0,0,22,14,17,18,3,0,0,0
2012,3,26,14,14575,44,44,41,43,12,3,-1,0,23,14,17,18,3,1,0,0
2012,3,26,15,14458,43,45,43,44,10,3,-1,0,25,13,16,18,3,1,0,0
2012,3,26,16,14573,41,46,44,45,9,2,-2,0,26,12,15,18,3,1,0,1
2012,3,26,17,14960,40,46,44,45,8,3,-2,0,24,12,15,17,3,2,0,1
2012,3,26,18,15357,38,45,42,42,8,4,0,0,22,10,12,14,4,3,0,2
2012,3,26,19,16319,35,43,39,39,7,6,1,1,20,9,10,12,3,3,0,4
2012,3,26,20,16188,34,41,36,36,6,8,3,2,21,8,8,10,1,4,0,5
2012,3,26,21,15219,33,39,34,34,5,10,4,3,16,6,7,9,2,4,0,6
2012,3,26,22,13805,32,38,33,33,4,11,7,4,18,5,6,8,1,4,0,7
2012,3,26,23,12556,31,37,32,32,3,12,9,5,17,5,5,7,1,4,0,8
2012,3,27,0,11756,31,35,30,33,2,12,9,6,17,4,4,6,1,4,3,8
2012,3,27,1,11358,30,34,29,33,1,14,12,6,16,4,3,5,1,7,5,9
2012,3,27,2,11200,29,34,29,32,0,15,15,6,14,3,3,4,1,7,5,9
2012,3,27,3,11216,28,33,29,32,-1,15,16,8,15,3,3,4,0,6,6,9
2012,3,27,4,11579,27,33,29,33,-1,16,18,9,15,3,3,4,0,6,6,9
2012,3,27,5,12695,27,32,30,33,-1,16,19,12,15,3,3,3,0,6,6,10
2012,3,27,6,14723,25,33,30,33,-1,16,20,13,14,3,4,4,0,7,7,9
2012,3,27,7,15828,25,34,31,34,0,17,21,13,14,5,5,5,0,8,7,9
2012,3,27,8,15958,26,36,33,36,0,18,23,15,15,5,6,6,0,9,7,9
2012,3,27,9,15917,29,38,36,38,-1,20,22,16,16,5,8,8,0,8,7,8
2012,3,27,10,15875,32,40,39,40,-2,22,21,17,16,6,10,9,0,9,8,8
2012,3,27,11,15763,35,42,42,43,-3,23,20,19,18,7,11,11,0,9,8,8
2012,3,27,12,15539,38,44,45,46,-3,26,22,22,18,8,11,12,0,10,9,8
2012,3,27,13,15319,40,45,46,47,-4,28,24,24,18,9,11,13,0,10,9,8
2012,3,27,14,14991,43,46,48,49,-4,30,26,27,17,9,11,13,1,10,9,8
2012,3,27,15,14766,45,47,50,50,-5,32,28,29,16,9,11,13,1,9,9,8
2012,3,27,16,14748,47,49,52,52,-5,33,30,31,16,9,11,12,2,9,9,8
2012,3,27,17,14954,46,50,52,52,-7,34,32,32,12,8,10,11,2,8,10,8
2012,3,27,18,15185,46,50,52,51,-7,35,34,34,12,8,9,9,2,8,8,7
2012,3,27,19,16099,43,49,51,49,-5,36,35,35,10,7,8,8,2,8,8,7
2012,3,27,20,16030,40,48,50,48,-4,37,36,36,9,6,6,7,2,7,8,7
2012,3,27,21,15043,39,47,50,47,-4,38,37,37,6,5,6,6,0,8,9,6
2012,3,27,22,13610,37,47,49,46,-1,40,38,37,6,6,6,6,2,8,9,6
2012,3,27,23,12295,37,47,48,46,1,40,39,38,4,5,6,5,2,9,9,7
2012,3,28,0,11472,37,50,49,46,2,41,38,41,1,7,8,8,4,9,5,6
2012,3,28,1,11014,37,49,48,46,4,41,38,40,3,8,9,8,6,10,6,5
2012,3,28,2,10800,38,48,46,46,4,41,38,40,2,8,10,9,8,9,6,6
2012,3,28,3,10731,37,48,45,45,7,40,38,39,4,8,10,9,10,9,7,6
2012,3,28,4,11022,38,47,45,45,9,40,37,38,4,9,10,9,10,10,8,6
2012,3,28,5,12084,38,46,44,44,14,39,36,37,6,8,10,9,9,10,8,6
2012,3,28,6,14070,38,46,43,43,12,39,36,37,5,8,11,10,9,10,8,6
2012,3,28,7,15228,37,45,43,43,14,38,35,37,6,8,11,10,8,10,9,7
2012,3,28,8,15447,39,46,43,42,16,37,35,36,7,9,12,11,9,10,9,7
2012,3,28,9,15478,41,46,44,43,21,37,34,35,11,10,12,12,6,10,9,7
2012,3,28,10,15572,44,47,46,45,23,35,33,33,11,11,13,14,8,10,9,8
2012,3,28,11,15584,45,47,47,46,26,34,32,32,11,12,14,15,10,10,9,8
2012,3,28,12,15511,45,48,48,47,31,33,31,31,8,12,14,15,10,10,9,8
2012,3,28,13,15492,46,48,49,49,37,32,30,30,9,12,14,15,8,9,9,8
2012,3,28,14,15197,46,48,49,49,39,31,30,29,12,12,13,14,8,10,8,8
2012,3,28,15,14919,47,48,50,49,39,30,28,28,13,12,13,14,9,9,8,8
2012,3,28,16,14960,49,47,50,49,39,29,28,27,11,12,13,15,8,9,8,8
2012,3,28,17,15135,50,47,49,48,40,28,27,27,9,12,13,14,8,9,8,8
2012,3,28,18,15298,51,47,48,47,40,27,26,26,9,11,13,14,6,9,7,7
2012,3,28,19,15878,50,46,46,45,40,26,26,25,7,10,12,14,7,8,5,7
2012,3,28,20,15600,48,44,44,43,41,26,25,25,4,8,11,13,7,7,3,6
2012,3,28,21,14550,47,43,43,41,42,26,25,24,5,8,11,12,7,6,3,5
2012,3,28,22,13051,47,41,42,40,42,26,25,24,5,8,11,12,10,5,2,4
2012,3,28,23,11725,47,40,41,39,42,25,25,23,4,8,12,12,10,4,2,3
2012,3,29,0,10856,48,38,38,38,42,25,23,23,7,8,10,11,10,4,1,2
2012,3,29,1,10403,47,37,37,37,42,24,23,22,9,8,10,10,10,5,1,1
2012,3,29,2,10181,47,36,36,35,41,24,22,21,8,7,9,9,10,5,1,1
2012,3,29,3,10138,47,35,34,34,40,23,21,19,9,7,9,9,9,4,0,1
2012,3,29,4,10445,46,34,33,33,39,23,20,19,12,8,9,9,9,3,1,1
2012,3,29,5,11479,45,34,32,32,37,21,19,19,11,8,10,10,9,4,1,0
2012,3,29,6,13592,44,34,31,31,37,21,19,18,11,8,11,11,9,3,1,0
2012,3,29,7,14653,43,34,31,31,36,20,19,18,12,9,11,12,8,3,1,0
2012,3,29,8,14990,44,35,31,32,36,19,18,16,13,9,12,13,7,3,1,0
2012,3,29,9,15215,43,37,34,34,35,18,17,15,14,10,12,14,10,3,1,0
2012,3,29,10,15387,44,40,37,37,34,17,17,15,14,11,13,14,10,3,1,0
2012,3,29,11,15416,44,41,40,40,33,15,16,14,14,11,14,15,10,3,1,1
2012,3,29,12,15313,43,43,43,43,33,14,15,13,13,10,14,14,10,3,1,2
2012,3,29,13,15229,44,44,45,45,32,13,15,13,12,10,13,14,10,3,1,2
2012,3,29,14,14994,44,46,47,47,31,13,14,13,10,10,13,13,10,3,0,3
2012,3,29,15,14904,45,47,49,48,30,13,14,12,13,9,12,12,10,3,1,4
2012,3,29,16,15020,45,47,49,49,30,13,13,12,12,9,11,12,10,4,2,5
2012,3,29,17,15295,43,47,49,49,31,14,12,12,14,8,10,11,10,5,2,6
2012,3,29,18,15565,44,46,47,47,29,15,13,13,14,7,9,10,10,6,3,7
2012,3,29,19,16098,42,45,45,46,28,18,14,14,14,6,8,9,9,7,4,7
2012,3,29,20,15792,42,43,42,43,27,20,16,16,13,5,6,8,10,8,5,7
2012,3,29,21,14778,41,42,40,41,27,21,17,17,9,5,5,7,9,8,6,8
2012,3,29,22,13323,40,40,39,40,27,22,18,17,10,4,5,6,8,8,6,8
2012,3,29,23,12038,40,39,38,39,27,23,20,18,10,4,4,5,8,9,7,8
2012,3,30,0,11207,40,38,37,39,26,22,21,18,9,4,3,4,8,8,7,9
2012,3,30,1,10763,39,37,36,38,25,23,22,18,11,4,3,4,8,8,8,9
2012,3,30,2,10562,38,37,35,37,25,23,22,20,9,4,2,4,8,9,7,9
2012,3,30,3,10532,37,36,34,35,24,24,22,21,10,4,4,4,7,9,9,9
2012,3,30,4,10854,37,35,33,35,23,25,23,22,11,4,4,4,8,9,9,9
2012,3,30,5,11912,36,34,33,34,23,26,24,23,10,4,4,4,7,9,9,9
2012,3,30,6,13792,35,34,32,34,21,26,25,24,10,5,5,5,5,9,9,9
2012,3,30,7,14864,34,33,32,34,20,26,26,25,10,5,5,5,4,10,9,9
2012,3,30,8,15067,36,34,33,35,19,27,26,25,12,5,5,5,3,9,10,9
2012,3,30,9,15096,38,35,34,37,18,27,26,25,14,5,6,6,4,9,9,8
2012,3,30,10,15134,40,35,35,38,16,27,26,25,17,6,7,7,3,9,9,8
2012,3,30,11,15012,42,35,37,40,15,28,27,25,15,6,7,8,3,10,9,8
2012,3,30,12,14753,44,36,39,42,11,28,27,25,16,7,8,9,3,10,9,8
2012,3,30,13,14597,46,36,41,43,11,28,27,25,13,8,8,9,3,10,9,8
2012,3,30,14,14307,48,37,42,43,9,28,28,24,11,7,8,9,2,10,9,8
2012,3,30,15,14036,48,38,43,44,9,28,28,24,12,8,8,9,3,10,9,7
2012,3,30,16,13933,49,38,44,45,8,28,28,23,12,8,9,8,3,9,8,7
2012,3,30,17,13919,49,38,43,44,9,27,28,23,10,7,9,8,3,9,8,7
2012,3,30,18,14004,48,38,42,43,9,27,28,23,6,7,8,7,3,9,7,6
2012,3,30,19,14788,45,38,42,42,12,27,27,24,7,7,7,6,3,9,7,6
2012,3,30,20,14779,44,37,41,41,13,28,27,25,4,6,6,5,3,9,6,5
2012,3,30,21,14104,43,37,39,39,16,28,26,25,7,6,6,5,6,9,4,3
2012,3,30,22,13035,43,36,38,38,16,28,26,25,5,5,5,4,7,8,4,2
2012,3,30,23,11872,41,36,37,37,18,27,26,25,4,5,5,3,8,7,3,1
2012,3,31,0,10954,41,36,36,36,18,28,27,25,4,3,3,4,8,6,5,1
2012,3,31,1,10450,41,36,35,35,20,27,27,25,4,3,2,3,9,6,3,1
2012,3,31,2,10205,40,35,33,34,19,27,26,24,4,3,2,3,9,5,3,0
2012,3,31,3,10118,40,35,33,33,24,27,26,24,5,3,3,3,9,5,2,1
2012,3,31,4,10200,37,34,32,31,28,27,26,23,5,3,3,3,9,5,3,1
2012,3,31,5,10584,37,34,31,31,29,27,26,23,5,3,3,4,9,6,3,1
2012,3,31,6,11277,36,34,31,32,28,27,26,25,6,3,3,3,10,6,3,1
2012,3,31,7,12254,36,35,32,33,29,28,27,26,5,3,3,3,10,7,4,2
2012,3,31,8,13368,35,37,35,35,30,28,28,27,5,3,3,3,10,6,4,3
2012,3,31,9,14046,35,39,38,38,30,28,28,27,7,3,3,4,10,7,5,4
2012,3,31,10,14428,36,41,42,41,30,27,29,27,7,3,5,4,10,7,6,6
2012,3,31,11,14500,37,43,45,45,31,27,29,27,8,4,5,6,10,8,7,7
2012,3,31,12,14378,39,44,48,47,32,27,30,27,9,5,6,7,9,8,8,7
2012,3,31,13,14045,40,46,50,48,32,27,30,28,8,6,7,7,9,9,8,7
2012,3,31,14,13738,41,46,51,49,32,27,30,28,9,6,8,9,9,9,9,8
2012,3,31,15,13541,42,46,51,50,31,27,31,29,8,7,8,9,9,9,9,8
2012,3,31,16,13559,42,46,50,49,30,27,31,29,7,7,8,9,8,10,9,9
2012,3,31,17,13737,43,45,49,49,30,28,31,30,5,7,9,9,7,10,9,10
2012,3,31,18,13883,42,44,47,48,31,29,31,31,5,7,9,9,7,10,9,10
2012,3,31,19,14473,41,43,46,46,30,30,32,32,4,6,8,9,6,10,9,10
2012,3,31,20,14410,39,41,45,44,30,32,31,33,4,6,8,9,4,10,10,10
2012,3,31,21,13831,38,40,44,43,31,33,32,33,4,5,8,9,3,10,9,10
2012,3,31,22,12971,37,40,42,42,31,33,32,34,3,5,7,7,2,10,10,10
2012,3,31,23,11965,36,39,41,41,30,33,32,34,4,5,6,6,2,10,10,10
2012,4,1,0,11166,36,40,41,41,30,36,33,34,5,5,6,6,3,10,9,10
2012,4,1,1,10675,35,40,40,40,30,36,33,34,5,5,6,5,3,10,9,10
2012,4,1,2,10429,35,40,40,39,30,36,32,33,3,6,6,5,3,10,9,10
2012,4,1,3,10341,34,39,39,38,30,35,32,33,4,6,7,6,2,10,9,9
2012,4,1,4,10382,34,39,38,37,31,35,32,33,3,7,8,6,4,10,9,9
2012,4,1,5,10672,34,38,37,37,30,34,31,32,3,7,9,7,5,10,9,8
2012,4,1,6,11105,34,38,37,36,30,34,31,32,4,8,10,7,5,10,8,7
2012,4,1,7,11742,34,38,37,36,30,33,30,32,2,9,11,8,7,10,8,7
2012,4,1,8,12547,37,39,38,37,32,33,30,31,3,9,12,10,6,10,8,6
2012,4,1,9,13068,40,41,40,38,32,32,30,31,3,10,14,11,6,9,7,6
2012,4,1,10,13257,43,42,42,40,31,31,29,30,3,12,15,13,7,8,7,5
2012,4,1,11,13288,46,44,44,42,31,29,29,29,6,12,17,14,7,8,7,4
2012,4,1,12,13288,47,45,46,44,29,28,28,27,5,12,16,14,7,7,6,4
2012,4,1,13,13203,48,47,47,46,29,26,27,26,9,13,16,13,8,6,6,4
2012,4,1,14,13117,48,48,48,48,29,24,26,25,10,13,16,13,9,5,5,4
2012,4,1,15,13191,48,49,49,49,30,23,25,23,8,13,16,13,9,5,6,3
2012,4,1,16,13581,48,50,49,50,31,21,24,22,10,12,16,14,10,4,4,3
2012,4,1,17,14151,46,49,49,50,34,20,23,21,10,12,15,13,10,4,4,2
2012,4,1,18,14567,45,49,47,49,37,19,23,21,8,11,14,13,10,3,2,1
2012,4,1,19,15054,43,47,46,46,37,19,22,20,7,10,12,12,10,3,1,1
2012,4,1,20,14675,42,45,43,44,38,19,22,20,6,8,11,11,10,1,1,0
2012,4,1,21,13717,42,43,41,42,39,19,22,20,6,8,10,11,10,1,0,0
2012,4,1,22,12495,41,42,39,40,38,20,22,20,5,7,10,10,10,1,0,0
2012,4,1,23,11368,41,40,38,38,39,20,22,20,4,7,9,10,10,1,0,0
2012,4,2,0,10629,41,38,36,37,39,17,17,18,5,9,11,10,10,2,0,0
2012,4,2,1,10230,40,37,35,35,38,18,17,19,5,8,11,9,10,2,0,0
2012,4,2,2,10081,40,35,33,34,37,18,17,18,7,8,10,9,9,2,1,0
2012,4,2,3,10107,40,34,32,32,37,17,17,18,7,7,10,9,9,1,1,0
2012,4,2,4,10458,39,33,30,31,36,17,17,18,9,8,10,9,9,1,1,0
2012,4,2,5,11623,38,32,30,30,35,17,17,18,8,8,9,9,9,1,1,0
2012,4,2,6,13626,38,32,30,31,34,16,18,17,11,7,10,10,8,1,1,0
2012,4,2,7,14831,38,33,31,32,34,16,18,17,10,9,11,11,9,2,1,0
2012,4,2,8,15189,39,36,34,34,33,16,18,17,13,9,12,11,8,1,1,0
2012,4,2,9,15336,40,40,37,37,33,17,17,16,15,10,13,12,9,1,1,0
2012,4,2,10,15413,42,43,41,41,32,16,16,16,17,11,14,13,7,1,1,0
2012,4,2,11,15306,44,46,44,44,29,17,15,15,17,12,15,13,6,1,1,0
2012,4,2,12,15083,46,48,48,48,26,17,15,15,15,11,15,13,6,1,0,0
2012,4,2,13,14920,48,50,50,50,24,18,15,16,15,12,15,13,5,2,0,1
2012,4,2,14,14654,49,52,52,52,22,19,15,16,15,12,15,12,5,2,0,1
2012,4,2,15,14432,50,53,54,54,21,19,14,16,13,12,15,12,4,3,1,2
2012,4,2,16,14419,51,53,56,56,20,19,14,17,14,11,14,12,4,3,1,3
2012,4,2,17,14628,51,53,55,56,18,20,14,17,16,10,14,11,4,3,1,4
2012,4,2,18,14781,50,52,54,54,17,21,15,17,11,10,11,10,3,4,2,4
2012,4,2,19,15595,49,50,51,51,11,22,16,18,15,8,10,9,3,4,2,4
2012,4,2,20,15663,47,48,48,48,11,24,18,19,14,6,8,7,2,4,3,5
2012,4,2,21,14727,45,46,46,47,9,25,20,20,13,6,8,6,2,4,4,6
2012,4,2,22,13300,42,45,44,46,11,26,21,21,14,5,7,6,0,4,4,7
2012,4,2,23,11971,41,44,43,45,12,27,22,23,11,5,6,5,0,5,5,8
2012,4,3,0,11141,39,44,42,43,12,25,22,22,8,5,5,6,0,5,5,8
2012,4,3,1,10726,37,43,42,42,12,25,24,22,7,5,5,5,0,6,7,9
2012,4,3,2,10550,35,42,40,41,14,26,24,23,7,5,4,5,0,6,7,9
2012,4,3,3,10568,34,41,39,40,14,26,25,23,8,4,4,5,0,5,6,9
2012,4,3,4,10948,33,40,38,39,14,26,25,24,7,4,4,5,0,4,5,9
2012,4,3,5,12108,33,40,37,38,13,26,26,25,8,5,4,5,0,3,4,8
2012,4,3,6,14049,33,40,38,38,12,26,27,26,9,5,4,5,0,3,3,7
2012,4,3,7,15102,34,41,39,39,11,26,27,27,10,5,4,4,0,3,3,6
2012,4,3,8,15206,38,45,42,41,11,25,28,28,11,6,4,5,0,2,2,4
2012,4,3,9,15180,40,48,45,44,8,25,27,28,14,7,6,6,0,2,3,3
2012,4,3,10,15155,44,50,50,47,8,25,26,27,13,9,8,9,0,2,3,2
2012,4,3,11,15020,46,53,53,51,8,26,25,27,16,10,10,10,0,2,3,1
2012,4,3,12,14825,49,55,56,53,8,26,24,26,16,11,11,12,0,3,3,1
2012,4,3,13,14659,52,55,59,55,8,26,23,27,17,13,12,13,0,3,3,2
2012,4,3,14,14444,54,57,61,56,8,26,23,26,16,14,14,14,2,4,3,2
2012,4,3,15,14286,56,57,61,57,9,26,22,25,16,14,15,15,2,4,3,3
2012,4,3,16,14279,57,56,61,56,9,25,22,24,15,14,16,17,2,4,3,3
2012,4,3,17,14419,57,55,60,56,10,25,21,24,14,14,17,17,2,5,4,3
2012,4,3,18,14558,56,53,58,53,10,25,23,24,13,13,16,17,2,4,4,3
2012,4,3,19,15372,54,51,55,51,10,25,23,25,8,12,14,15,3,5,4,3
2012,4,3,20,15460,53,48,52,49,10,25,24,25,7,10,13,14,3,4,4,2
2012,4,3,21,14439,50,46,49,47,12,26,25,25,5,9,13,13,3,3,3,1
2012,4,3,22,12977,48,45,46,45,14,26,26,26,3,9,12,12,4,3,3,1
2012,4,3,23,11644,48,43,44,44,16,26,27,27,7,9,12,11,7,3,4,1
2012,4,4,0,10766,48,43,43,43,16,29,25,27,4,9,12,11,8,3,2,0
2012,4,4,1,10328,48,42,41,42,17,29,25,27,4,9,12,11,9,4,2,1
2012,4,4,2,10111,47,40,39,40,18,29,26,27,6,8,11,11,9,3,2,1
2012,4,4,3,10081,47,39,38,38,18,28,26,27,5,8,11,11,10,3,3,1
2012,4,4,4,10390,46,38,36,36,20,28,26,27,3,8,11,11,10,3,3,0
2012,4,4,5,11479,45,38,36,35,19,27,26,26,3,8,10,11,8,3,3,0
2012,4,4,6,13403,43,37,36,35,19,27,26,26,5,7,12,12,4,3,3,0
2012,4,4,7,14607,43,38,36,36,17,26,25,26,4,9,13,12,3,4,3,0
2012,4,4,8,14734,47,40,38,38,18,26,25,25,5,9,14,13,3,3,3,0
2012,4,4,9,14634,50,42,40,40,14,25,24,24,7,10,13,14,2,3,3,1
2012,4,4,10,14731,53,44,43,43,14,24,22,23,8,10,15,15,2,4,4,1
2012,4,4,11,14732,56,46,46,46,18,23,21,23,16,11,16,16,1,4,4,2
2012,4,4,12,14583,57,48,48,49,20,23,21,22,15,11,15,15,1,5,4,3
2012,4,4,13,14456,59,49,50,51,20,22,20,21,15,11,14,15,2,5,4,3
2012,4,4,14,14276,61,50,52,52,20,22,19,21,17,11,14,14,3,4,3,3
2012,4,4,15,14239,60,51,53,53,18,22,19,20,18,11,13,14,3,5,3,3
2012,4,4,16,14213,59,51,53,54,19,21,18,20,17,11,13,15,5,5,3,3
2012,4,4,17,14430,59,51,52,54,20,21,18,20,19,11,13,14,5,5,3,2
2012,4,4,18,14563,56,50,51,51,23,21,19,20,19,10,11,13,6,5,3,1
2012,4,4,19,15265,53,48,48,49,25,22,19,20,18,9,11,12,7,5,3,1
2012,4,4,20,15233,48,46,46,47,30,23,19,21,17,7,10,10,7,4,3,0
2012,4,4,21,14239,46,44,44,44,31,24,20,22,14,6,9,9,7,3,2,0
2012,4,4,22,12827,44,42,42,43,30,24,21,22,13,6,8,9,3,3,1,0
2012,4,4,23,11494,43,41,40,41,30,24,22,22,10,6,8,8,3,2,1,0
2012,4,5,0,10695,42,39,38,39,30,23,20,22,10,6,7,8,3,3,1,0
2012,4,5,1,10271,40,37,37,37,30,23,20,22,12,6,7,7,1,5,1,1
2012,4,5,2,10078,40,36,35,35,29,23,20,22,10,6,6,7,2,4,1,1
2012,4,5,3,10080,39,35,33,34,29,22,20,21,10,6,6,7,2,3,1,1
2012,4,5,4,10425,38,34,32,32,28,22,20,21,9,6,6,7,2,3,2,1
2012,4,5,5,11530,38,34,31,32,27,21,20,21,8,6,6,7,1,4,1,0
2012,4,5,6,13456,36,34,31,33,27,21,20,21,10,6,7,8,3,3,1,0
2012,4,5,7,14576,37,35,32,34,26,21,20,21,10,7,8,9,4,4,2,0
2012,4,5,8,14801,40,37,35,37,25,21,19,21,11,7,9,10,3,3,2,0
2012,4,5,9,14918,42,39,38,39,24,20,19,20,13,8,10,11,4,2,2,0
2012,4,5,10,14992,43,41,40,42,23,20,17,19,13,9,11,12,5,3,2,0
2012,4,5,11,14945,45,43,43,46,23,19,16,17,16,9,13,12,5,3,2,0
2012,4,5,12,14790,46,45,46,49,22,18,15,17,13,9,13,13,6,3,1,0
2012,4,5,13,14692,47,47,49,51,22,18,15,16,12,10,13,13,6,3,1,0
2012,4,5,14,14436,48,48,51,53,22,18,14,15,13,10,13,13,5,3,1,0
2012,4,5,15,14231,49,50,52,54,21,17,13,14,14,10,13,14,4,3,1,0
2012,4,5,16,14189,49,50,53,55,21,17,12,13,13,10,13,14,5,3,1,0
2012,4,5,17,14280,49,50,53,54,21,16,12,13,14,10,14,14,5,3,1,0
2012,4,5,18,14362,49,49,51,52,21,16,12,14,13,10,12,14,4,3,1,1
2012,4,5,19,15063,46,47,48,49,21,17,13,15,12,9,10,12,4,3,1,1
2012,4,5,20,15209,44,45,45,46,21,19,13,15,10,7,9,11,4,2,0,1
2012,4,5,21,14416,42,43,42,44,21,19,15,16,9,7,8,10,5,2,1,1
2012,4,5,22,13109,41,41,40,42,21,20,16,16,9,6,8,9,4,2,2,0
2012,4,5,23,11849,40,40,38,40,21,20,17,16,9,6,7,8,4,2,2,0
2012,4,6,0,11000,38,39,37,38,20,21,19,16,9,6,9,8,1,2,10,0
2012,4,6,1,10559,36,38,35,37,20,21,18,16,7,6,8,7,3,3,10,1
2012,4,6,2,10356,35,36,35,35,20,21,18,16,8,5,7,7,1,3,10,1
2012,4,6,3,10345,35,35,34,33,20,20,18,17,8,6,7,7,1,3,10,1
2012,4,6,4,10619,34,35,32,32,20,20,18,17,5,6,7,7,2,3,10,1
2012,4,6,5,11513,33,34,32,31,20,20,19,18,5,6,8,7,2,4,10,1
2012,4,6,6,12887,33,34,32,33,20,20,19,18,6,6,9,8,5,4,10,1
2012,4,6,7,13954,34,35,34,34,21,20,19,19,6,7,10,10,4,4,10,0
2012,4,6,8,14431,37,38,36,37,22,20,20,19,6,7,11,11,6,5,10,0
2012,4,6,9,14664,41,41,40,40,21,20,19,19,9,8,12,12,4,6,10,1
2012,4,6,10,14728,43,43,43,43,20,20,19,19,11,10,14,13,5,7,10,2
2012,4,6,11,14590,45,45,46,47,19,20,18,19,12,11,16,13,5,7,10,3
2012,4,6,12,14352,46,47,49,49,19,20,18,19,13,11,15,14,5,8,10,4
2012,4,6,13,14143,48,48,50,51,19,21,17,19,10,12,15,14,4,7,10,4
2012,4,6,14,13853,50,50,52,53,19,21,17,19,12,12,15,14,3,7,10,5
2012,4,6,15,13590,51,50,53,54,17,21,17,19,13,13,14,14,2,8,10,5
2012,4,6,16,13550,52,49,54,54,16,22,17,20,13,12,14,14,3,8,10,5
2012,4,6,17,13634,52,49,53,54,15,22,18,20,13,12,14,14,2,8,10,5
2012,4,6,18,13687,51,48,52,52,15,23,18,21,13,11,12,12,3,9,10,6
2012,4,6,19,14293,49,46,50,50,15,24,19,21,12,10,11,11,1,10,10,6
2012,4,6,20,14450,47,44,48,48,15,24,19,22,8,7,9,9,1,9,10,6
2012,4,6,21,13793,45,43,46,46,16,25,21,23,9,7,9,8,0,9,10,5
2012,4,6,22,12756,43,42,44,44,16,26,22,23,9,7,9,8,0,9,10,5
